Table Name,Column Name,Column Datatype,Column Null Option,Primary Key,Restricted,PII,Excluded
CommonMonthly,MonthEndDate,date,NULL,Yes,,,
CommonMonthly,BECUAccountNumber,nvarchar(50),NOT NULL,Yes,,,
CommonMonthly,AccountNumber,bigint,NULL,,Yes,,
CommonMonthly,VendorId,nvarchar(100),NOT NULL,,,,
CommonMonthly,AssetClass,nvarchar(100),NULL,,,,
CommonMonthly,ProductType,nvarchar(100),NULL,,,,
CommonMonthly,ProductDescription,nvarchar(100),NULL,,,,
CommonMonthly,CreditClass,nvarchar(100),NULL,,,,
CommonMonthly,LoanPurposeDesc,nvarchar(100),NULL,,,,
CommonMonthly,ServicingLoanTypeDesc,nvarchar(100),NULL,,,,
CommonMonthly,DocumentationType,nvarchar(100),NULL,,,,
CommonMonthly,ApprovalMethodName,nvarchar(100),NULL,,,,
CommonMonthly,OriginalLoanAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,MonthEndBalanceAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalJuniorBalance,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentJuniorBalance,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalSeniorBalance,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentSeniorBalance,"decimal(16,6)",NULL,,,,
CommonMonthly,CreditLimitAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalCreditScore,int,NULL,,,Yes,
CommonMonthly,CurrentCreditScore,int,NULL,,,Yes,
CommonMonthly,CreditScoreDate,date,NULL,,,Yes,
CommonMonthly,OriginalBackendDebtToIncome,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalFrontendDebtToIncome,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalBorrowerStateCode,nvarchar(100),NULL,,,,
CommonMonthly,OriginalBorrowerOccupation,nvarchar(100),NULL,,,,
CommonMonthly,AccountOpenedDate,date,NULL,,,,
CommonMonthly,FirstDueDate,date,NULL,,,,
CommonMonthly,AccountMaturityDate,date,NULL,,,,
CommonMonthly,OriginalLoanTerm,int,NULL,,,,
CommonMonthly,NextPaymentDueDate,date,NULL,,,,
CommonMonthly,PaidThruDate,date,NULL,,,,
CommonMonthly,BalloonFlag,nchar(1),NULL,,,,
CommonMonthly,BalloonTerm,int,NULL,,,,
CommonMonthly,InterestRateType,nvarchar(100),NULL,,,,
CommonMonthly,OriginalInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,AnnualInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,PrincipalAndInterestPMTAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,ARMInterestOnlyOrFullyAmortizing,int,NULL,,,,
CommonMonthly,InterestOnlyTerm,int,NULL,,,,
CommonMonthly,PrepayPenaltyCode,nchar(1),NULL,,,,
CommonMonthly,PrepayPenaltyTerm,int,NULL,,,,
CommonMonthly,OccupancyCode,nvarchar(100),NULL,,,,
CommonMonthly,PropertyTypeDescription,nvarchar(100),NULL,,,,
CommonMonthly,PropertyStateCode,nvarchar(100),NULL,,,Yes,
CommonMonthly,PropertyCityName,nvarchar(100),NULL,,,Yes,
CommonMonthly,PropertyCountyName,int,NULL,,,Yes,
CommonMonthly,PropertyMSA,nvarchar(100),NULL,,,Yes,
CommonMonthly,LienPosition,int,NULL,,,,
CommonMonthly,OriginalAppraisalType,int,NULL,,,,
CommonMonthly,OriginalAppraisalAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalAppraisalDate,date,NULL,,,,
CommonMonthly,CurrentAppraisalAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentAppraisalType,int,NULL,,,,
CommonMonthly,CurrentAppraisalDate,date,NULL,,,,
CommonMonthly,FHLBPurchasePriceAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalLoanToValueAMTFirst,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalLoanToValueAMTSecond,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalCombinedLoanToValueAMT,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentLoanToValueAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentCombinedLoanToValueAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentLoanToValueAmountSecond,"decimal(16,6)",NULL,,,,
CommonMonthly,AccountStatusCode,nvarchar(100),NULL,,,,
CommonMonthly,DaysDelinquentCount,int,NULL,,,,
CommonMonthly,BankruptcyStatusCode,nchar(1),NULL,,,,
CommonMonthly,BankruptcyTypeCode,nvarchar(100),NULL,,,,
CommonMonthly,ForeclosureFlag,nchar(1),NULL,,,,
CommonMonthly,RealEstateOwnedFlag,nchar(1),NULL,,,,
CommonMonthly,DelinquencyHistory12MonthString,nvarchar(100),NULL,,,,
CommonMonthly,ChargeOffIndicator,nchar(1),NULL,,,,
CommonMonthly,ChargeOffAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,RecoveryAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,FFIECWritedownAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,Total30DaysDQLifeOfLoanCount,int,NULL,,,,
CommonMonthly,Total60DaysDQLifeOfLoanCount,int,NULL,,,,
CommonMonthly,Total90DaysDQLifeOfLoanCount,int,NULL,,,,
CommonMonthly,Total120DaysDQLifeOfLoanCount,int,NULL,,,,
CommonMonthly,Total180DaysDQLifeOfLoanCount,int,NULL,,,,
CommonMonthly,CurrentTDRFlag,nchar(1),NULL,,,,
CommonMonthly,BankruptcyEffectiveDate,date,NULL,,,,
CommonMonthly,ForeclosureStartDate,date,NULL,,,,
CommonMonthly,ForeclosureSaleDate,date,NULL,,,,
CommonMonthly,RealEstateOwnedDate,date,NULL,,,,
CommonMonthly,ModificationFlag,nchar(1),NULL,,,,
CommonMonthly,TDRLifeOfLoanFlag,nchar(1),NULL,,,,
CommonMonthly,TDRImpairmentAmount,"decimal(16,6)",NULL,,,,
CommonMonthly,ModificationType,nvarchar(100),NULL,,,,
CommonMonthly,ModificationDate,date,NULL,,,,
CommonMonthly,TotalTimesModCount,int,NULL,,,,
CommonMonthly,LastModificationDate,date,NULL,,,,
CommonMonthly,ModificationRate,int,NULL,,,,
CommonMonthly,ModificationMaturityDate,date,NULL,,,,
CommonMonthly,ModificationForgiveDate,date,NULL,,,,
CommonMonthly,ModificationForborneDate,date,NULL,,,,
CommonMonthly,ModificationPrincipalAndInterest,int,NULL,,,,
CommonMonthly,ModificationOriginalLoanID,int,NULL,,,,
CommonMonthly,DQBucketModification,int,NULL,,,,
CommonMonthly,PostModificationLoanToValue,"decimal(16,6)",NULL,,,,
CommonMonthly,PreModificationRate,int,NULL,,,,
CommonMonthly,ModificationBalance,"decimal(16,6)",NULL,,,,
CommonMonthly,PreModificationPayment,int,NULL,,,,
CommonMonthly,PostModificationPayment,int,NULL,,,,
CommonMonthly,RateIndexDescription,int,NULL,,,,
CommonMonthly,FirstResetFrequency,int,NULL,,,,
CommonMonthly,SubsequentResetFrequency,int,NULL,,,,
CommonMonthly,InterestGrossMargin,"decimal(16,6)",NULL,,,,
CommonMonthly,CapLifetimeInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,FloorLifetimeInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,FirstCapInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,SubsequentCapInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,FirstFloorInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,SubsequentFloorInterestRate,"decimal(16,6)",NULL,,,,
CommonMonthly,FirstRateAdjustDate,date,NULL,,,,
CommonMonthly,NextRateAdjustDate,date,NULL,,,,
CommonMonthly,NegativeAmortizationFlag,nchar(1),NULL,,,,
CommonMonthly,NegativeAmoritzationCap,int,NULL,,,,
CommonMonthly,OptionARMCode,nchar(1),NULL,,,,
CommonMonthly,InterestNetMargin,int,NULL,,,,
CommonMonthly,ARMInitialRate,"decimal(16,6)",NULL,,,,
CommonMonthly,FirstPaymentAdjustDate,date,NULL,,,,
CommonMonthly,NextPaymentAdjustDate,date,NULL,,,,
CommonMonthly,OrigMortgageInsuranceCoverage,"decimal(16,6)",NULL,,,,
CommonMonthly,MortgageInsuranceCompany,int,NULL,,,,
CommonMonthly,OriginalCreditLimit,int,NULL,,,,
CommonMonthly,CreditClosedFlag,nchar(1),NULL,,,,
CommonMonthly,CreditFrozenFlag,nchar(1),NULL,,,,
CommonMonthly,CreditLimitChangeAction,int,NULL,,,,
CommonMonthly,DrawPeriod,int,NULL,,,,
CommonMonthly,RepayPeriod,int,NULL,,,,
CommonMonthly,HomeEquityType,int,NULL,,,,
CommonMonthly,LineChangedDate,date,NULL,,,,
CommonMonthly,LineClosedDate,date,NULL,,,,
CommonMonthly,BusinessAccountFlag,nchar(1),NULL,,,,
CommonMonthly,CurrentPartyID,int,NULL,,,,
CommonMonthly,AmortizationType,nvarchar(100),NULL,,,,
CommonMonthly,BackEndLoanToValue,"decimal(16,6)",NULL,,,,
CommonMonthly,BorrowerAge,int,NULL,,,,
CommonMonthly,OriginalCoBorrowerCreditScore,int,NULL,,,,
CommonMonthly,CoBorrowerFlag,nchar(1),NULL,,,,
CommonMonthly,CoBorrowerOccupation,nvarchar(100),NULL,,,,
CommonMonthly,VehicleMake,nvarchar(100),NULL,,,,
CommonMonthly,VehicleModel,nvarchar(100),NULL,,,,
CommonMonthly,CollateralTypeDescription,nvarchar(100),NULL,,,,
CommonMonthly,CollateralYear,int,NULL,,,,
CommonMonthly,PropertyZipCode,nvarchar(100),NULL,,,Yes,
CommonMonthly,ContractResidualValue,"decimal(16,6)",NULL,,,,
CommonMonthly,CreditImpairedFlag,nchar(1),NULL,,,,
CommonMonthly,CurrentCollateralValue,"decimal(16,6)",NULL,,,,
CommonMonthly,CurrentCreditGrade,nchar(1),NULL,,,,
CommonMonthly,CurrentPaymentandInterestAMT,"decimal(16,6)",NULL,,,,
CommonMonthly,ClosedDate,date,NULL,,,,
CommonMonthly,DealerName,int,NULL,,,,
CommonMonthly,DefaultDate,date,NULL,,,,
CommonMonthly,EstimatedResidualValue,"decimal(16,6)",NULL,,,,
CommonMonthly,UsedAutoFlag,nchar(1),NULL,,,,
CommonMonthly,FrontEndLoanToValue,"decimal(16,6)",NULL,,,,
CommonMonthly,InstrumentIdentifier,bigint,NULL,,,,
CommonMonthly,InterestAccrualBasis,nvarchar(100),NULL,,,,
CommonMonthly,LastLimitChangeDate,date,NULL,,,,
CommonMonthly,LeaseFactor,int,NULL,,,,
CommonMonthly,Channel,nvarchar(100),NULL,,,,
CommonMonthly,OriginalCollateralValue,"decimal(16,6)",NULL,,,,
CommonMonthly,OriginalCreditGrade,nchar(1),NULL,,,,
CommonMonthly,PaymentFrequency,nvarchar(100),NULL,,,,
CommonMonthly,PaymentToIncomeRatio,"decimal(16,6)",NULL,,,,
CommonMonthly,RecourseFlag,nchar(1),NULL,,,,
CommonMonthly,Servicer,nvarchar(100),NULL,,,,
CommonMonthly,VehicleManufacturer,nvarchar(100),NULL,,,,
CommonMonthly,VehicleIdentificationNumber,nvarchar(100),NULL,,,Yes,
PrimaryDataMap,VendorId,nvarchar(100),NOT NULL,Yes,,,
PrimaryDataMap,VendorCode,nvarchar(200),NOT NULL,Yes,,,
PrimaryDataMap,BecuAttributeName,nvarchar(100),NOT NULL,,,,
PrimaryDataMap,BecuCode,nvarchar(200),NOT NULL,,,,
