TABLENAME,COLUMNNAME,LKP_TABLE,LKP_COLUMN,LKP_DISPLAY_COLUMN
INCOME,S_JOB_TYPE,L_SYMBOL,Type of Job,ALIAS
INCOME,S_PAYPER,L_SYMBOL,Income Period,ALIAS
Income,S_SELFEMPTYPE,L_SYMBOL,SelfEmpType,ALIAS
INCOME,S_SPECBOREMPRELTYPE,L_SYMBOL,SpecialBorEmpRel,ALIAS
INCOME,VERIFICATION_TYPE,L_SYMBOL,Verification Type,ALIAS
LIABLTY,DEBT_VERIFI_TYPE,L_SYMBOL,Debt Verifi Type,ALIAS
LIABLTY,OWNERSHP_TYPE,L_SYMBOL,res Lia Ownership Ty,ALIAS
LIABLTY,REFIN_SERV_SYS,L_SYMBOL,Refi Servicing Sys,ALIAS
LIABLTY,S_ACCOUNT_OWNERSHIP,L_SYMBOL,LiabAcctOwnership,ALIAS
LIABLTY,S_CREDIT_CARD_TYPE,L_SYMBOL,Credit Card Type,ALIAS
LIABLTY,S_EXCLUSION_REASON,L_SYMBOL,Debt Excluded Reason,ALIAS
LIABLTY,S_LIAB,L_SYMBOL,Debt Type,ALIAS
LIABLTY,S_LIABILITYDISBTYPE,L_SYMBOL,Liability Disb Type,ALIAS
LIABLTY,S_LIENPS,L_SYMBOL,Debt Lien Position,ALIAS
LIABLTY,S_MTG_TYPE,L_SYMBOL,Debt Mortgage Type,ALIAS
LIABLTY,S_PAYPER,L_SYMBOL,Debt Period,ALIAS
LN_CATSTAT,S_CATSTAT,L_SYMBOL,Category Status,ALIAS
LN_TRKDOC,S_DOC_RESP_PRTY,L_SYMBOL,Responsible Party,ALIAS
LN_TRKDOCH,RESPARTY,L_SYMBOL,Responsible Party,ALIAS
LN_TRKDOCH,S_DOCLOCATION,L_SYMBOL,Document Location,ALIAS
LN_TRKDOCH,S_DOCSTATUS,L_SYMBOL,Document Status,ALIAS
LOANQUEUE,PPPTYPE,L_SYMBOL,Prepay Penalty Type,ALIAS
LOANQUEUE,QUALCODE,L_SYMBOL,Program,ALIAS
LOANQUEUE,S_LIENPO,L_SYMBOL,Lien Position,ALIAS
LOANQUEUE,S_MICODE,L_SYMBOL,MI Code,ALIAS
LOANQUEUE,S_PROD,L_SYMBOL,Loan Type,ALIAS
LOANQUEUE,S_PRPTYP,L_SYMBOL,Property,ALIAS
LOANQUEUE,S_PURP,L_SYMBOL,Purpose,ALIAS
LOANQUEUE,S_RESTYP,L_SYMBOL,Occupancy,ALIAS
LOANSERVC,S_INV_REMIT_TYPE,L_SYMBOL,Inv Remittance Type,ALIAS
LOWMOD,PRODUCT,L_SYMBOL,DU Comm Lend Product,ALIAS
LOWMOD,S_COMMSEC,L_SYMBOL,DU4 Comm Sec. Struct,ALIAS
LOWMOD,S_COUNSEL_INDICATOR,L_SYMBOL,CounselIndicator,ALIAS
LP2_INFO,S_CREDITCOMPANY,L_SYMBOL,LP Merged Cred Cmpny,ALIAS
LP2_INFO,S_PRP_METHOD,L_SYMBOL,UW Prop Val Mth Type,ALIAS
LP2_INFO,S_PRPMETHODESC,L_SYMBOL,Prop Val Mt Othr Des,ALIAS
LP2_INFO,S_TECHAFFILIATE,L_SYMBOL,Technical Affiliate,ALIAS
LP2E_FMDEF,FMDEF16,L_SYMBOL,LP2 Loan Def4 Option,ALIAS
LP2E_LOAN,S_AFFPRD,L_SYMBOL,Affordable Product,ALIAS
LP2E_LOAN,S_BYDWNC,L_SYMBOL,Buydown Contributor,ALIAS
LPLNSPEC,S_BLDST,L_SYMBOL,Building Status Type,ALIAS
MAILING,MAILCOUNTRY,L_SYMBOL,Mailing Country,ALIAS
MANPRP,S_CONDITION,L_SYMBOL,Mfg Condition,ALIAS
MANPRP,S_CONV_STATUS,L_SYMBOL,Conv Status,ALIAS
MANPRP,S_LOT_OWN_TYPE,L_SYMBOL,Lot Own Type,ALIAS
MANPRP,S_SECURED_PROPTYPE,L_SYMBOL,Secured Prop Type,ALIAS
MCAWINFO,S_BLDSTA,L_SYMBOL,MCAW Building Status,ALIAS
MCAWINFO,S_IDENTITY,L_SYMBOL,Identity Exception,ALIAS
MI_RENEWAL_PREMIUM,SEQUENCE_TYPE,L_SYMBOL,MIRenewalPremiumSeq,ALIAS
MIDATA,CERTTYPE,L_SYMBOL,MI Certificate Type,ALIAS
MIDATA,COVERTYPE,L_SYMBOL,MI Coverage Type,ALIAS
MIDATA,DURACODE,L_SYMBOL,MI Duration Code,ALIAS
MIDATA,RENEWAL_CALC_TYPE,L_SYMBOL,MI Renewal Calc Type,ALIAS
MIDATA,S_MI_PREMIUM_AT_CLOSING_TYP,L_SYMBOL,MI Initial Prem Typ,ALIAS
MIDATA,S_MI_RATE_PLAN_TYPE,L_SYMBOL,MIRatePlanTyp,ALIAS
MIDATA,S_MIAPPTYPE,L_SYMBOL,MI Application Type,ALIAS
MIDATA,S_MICODE,L_SYMBOL,MI Code,ALIAS
MIDATA,S_MIPREM_REFUND_TYPE,L_SYMBOL,MIPremiumRefund Type,ALIAS
MIDATA,S_MIPRMS,L_SYMBOL,MI Premium Source,ALIAS
MIDATA,S_MISTRM,L_SYMBOL,MI Stream,ALIAS
PREVRES,S_LIVE_RENT_FREE_ENUMS,L_SYMBOL,PrevLivRentFreeEnums,ALIAS
PREVRES,S_OWNRNT,L_SYMBOL,BA Own Rights,ALIAS
PREVRES,S_RES_UNIT_TYPE,L_SYMBOL,Previous Unit Type,ALIAS
PRODUCT,S_203KTYPE,L_SYMBOL,203K Type,ALIAS
PRODUCT,S_AMORT_SUB_TYPE,L_SYMBOL,Amortization SubType,ALIAS
PRODUCT,S_AMTYPE,L_SYMBOL,Amortization Type,ALIAS
PRODUCT,S_BALLOON_TYPE,L_SYMBOL,Balloon Type,ALIAS
PRODUCT,S_BYDOWN,L_SYMBOL,Buydown,ALIAS
PRODUCT,S_LCKTYP,L_SYMBOL,Lock Type,ALIAS
PRODUCT,S_LTYPE,L_SYMBOL,Loan Type,ALIAS
PRODUCT,S_MIPLAN,L_SYMBOL,MI Plan,ALIAS
PRODUCT,S_MORTGAGETYPE,L_SYMBOL,Mortgage Type,ALIAS
PRODUCT,S_PMTSTR,L_SYMBOL,Payment Stream,ALIAS
PRODUCT,S_PPY_FILTER,L_SYMBOL,PPY Filter,ALIAS
PRODUCT,S_PRICING_CHANNEL,L_SYMBOL,Pricing Channel,ALIAS
PRODUCT,S_PROD,L_SYMBOL,Product,ALIAS
PRODUCT,S_PROD_PRICE_ENGINE,L_SYMBOL,Prod Pricing Engine,ALIAS
PRODUCT,S_PROD_PRICE_ENGINE_OVR,L_SYMBOL,ProdPrice Engine Ovr,ALIAS
PRODUCT,S_PROGRM,L_SYMBOL,Program,ALIAS
PRODUCT,S_QRATE,L_SYMBOL,QR Description,ALIAS
PRODUCT,S_QUALMETHODOVR,L_SYMBOL,Qualify Method Ovr,ALIAS
PRODUCT,S_RATE,L_SYMBOL,IntRateCode,ALIAS
PRODUCT,S_RATIO,L_SYMBOL,Ratios,ALIAS
PRODUCT,S_RTCODE,RATECODE,RATECODE,RATECODE
PRODUCT,S_RTCODEOVR,RATECODE,RATECODE,RATECODE
REOWNED,S_ACCOUNT_OWNERSHIP,L_SYMBOL,REOAccountOwnership,ALIAS
REOWNED,S_ONRSHP,L_SYMBOL,RE Own Rights,ALIAS
REOWNED,S_REO_CURR_PROP_USAGE,L_SYMBOL,REO Curr Prop Usage,ALIAS
REOWNED,S_REO_INTEND_OCCUPANCY,L_SYMBOL,REO Intend Occupancy,ALIAS
REOWNED,S_REOPST,L_SYMBOL,REO Status,ALIAS
REOWNED,S_REOTYP,L_SYMBOL,REO Type,ALIAS
REOWNED,UNITTYPEREO,L_SYMBOL,REO Unit Type,ALIAS
REOWNED,VERIF_DEBT_TYPE,L_SYMBOL,REODebtVerifyType,ALIAS
REOWNED,VERIF_INCOME_TYPE,L_SYMBOL,REOIncomeVerifyType,ALIAS
SELLER,S_BOR_SELLER_OPTION,L_SYMBOL,BorSellerOptn,ALIAS
SELLER,S_IDENTIFICATION_TYPE,L_SYMBOL,Seller ID Type,ALIAS
SELLER,S_SEL_UNIT_TYPE,L_SYMBOL,Seller Unit Type,ALIAS
SELLR_REPRESEN_INFO,S_SLR_CAP_TYPE,L_SYMBOL,SlrRepCapType,ALIAS
SELLR_REPRESEN_INFO,S_SLR_ENTY_TYPE,L_SYMBOL,SlrRepEntyType,ALIAS
SERVICNG,S_SERVICING_STATUS,L_SYMBOL,ServicingStatus,ALIAS
SERVICNG,SERVICING_TYPE,L_SYMBOL,Servicing Type,ALIAS
STSLICNS,S_CLSCD,L_SYMBOL,Class Code,ALIAS
STSPECFC,WI_TAX_OPTION,L_SYMBOL,WI Tax Option Code,ALIAS
SUBJPRP,PROP_TITLE_CATEGORY_TYPE,L_SYMBOL,LN Prop Title Type,ALIAS
SUBJPRP,RENTINC_VERIFY_TYPE,L_SYMBOL,RentalVerifyType,ALIAS
SUBJPRP,S_APPRMTHDREQ,L_SYMBOL,ApprMethodReqrd,ALIAS
SUBJPRP,S_APPRMTHDREQOVR,L_SYMBOL,UW Prop Val Mth Type,ALIAS
SUBJPRP,S_ATTACHMENT_TYPE,L_SYMBOL,Attachment Type,ALIAS
SUBJPRP,S_CATEGORYTYPE,L_SYMBOL,CategoryType,ALIAS
SUBJPRP,S_CONDO_PROJECT_STATUS,L_SYMBOL,Condo Project Status,ALIAS
SUBJPRP,S_DPAYMT,L_SYMBOL,Down Payment Type,ALIAS
SUBJPRP,S_DPAYMTNM,L_SYMBOL,Down Payment Type NM,ALIAS
SUBJPRP,S_FMPROJ,L_SYMBOL,FNMProject Class,ALIAS
SUBJPRP,S_FNMPRJCLS,L_SYMBOL,FNMProject Class,ALIAS
SUBJPRP,S_FREPRJCLS,L_SYMBOL,FREProject Class,ALIAS
SUBJPRP,S_FRPROJ,L_SYMBOL,FREProject Class,ALIAS
SUBJPRP,S_LIENHO,L_SYMBOL,Lien Holder,ALIAS
SUBJPRP,S_LIENPO,L_SYMBOL,Lien Position,ALIAS
SUBJPRP,S_NATIVEAMERICANLANDSTYPE,L_SYMBOL,NatAmericanLandsType,ALIAS
SUBJPRP,S_OWNRHT,L_SYMBOL,SP Own Rights,ALIAS
SUBJPRP,S_PRJCLS,L_SYMBOL,Project Class,ALIAS
SUBJPRP,S_PROJ_ATTACH_TYPE,L_SYMBOL,Proj Attachment Type,ALIAS
SUBJPRP,S_PROJ_CLASS_ID_FNM,L_SYMBOL,Project Class ID FNM,ALIAS
SUBJPRP,S_PROJ_CLASS_ID_FRE,L_SYMBOL,Project Class ID FRE,ALIAS
SUBJPRP,S_PROJECT_DESIGN_TYPE,L_SYMBOL,Project Design Type,ALIAS
SUBJPRP,S_PROJECTCLASSTYPE,L_SYMBOL,ProjectClassType,ALIAS
SUBJPRP,S_PROJECTDESIGNTYPE,L_SYMBOL,ProjectDesignType,ALIAS
SUBJPRP,S_PRPTYP,L_SYMBOL,Property,ALIAS
SUBJPRP,S_PURP,L_SYMBOL,Purpose,ALIAS
SUBJPRP,S_RESTYP,L_SYMBOL,Occupancy,ALIAS
SUBJPRP,S_STRUCTURETYPE,L_SYMBOL,Structure Type,ALIAS
SUBJPRP,S_SUBJUNITTYPE,L_SYMBOL,Property Unit Type,ALIAS
SUBJPRP,S_TRSTYP,L_SYMBOL,Type of Trust,ALIAS
SUBJPRP,S_UNIQUEDWELLINGTYPE,L_SYMBOL,UniqueDwellingType,ALIAS
SUBJPRP,S_UNITOWNERSHIPTYPE,L_SYMBOL,Unit Ownership Type,ALIAS
SUBJPRP,SUBJESTE,L_SYMBOL,SP Own Rights,ALIAS
SUBJPRP,SUBJMHLD,L_SYMBOL,Manner Held,ALIAS
SUMIPLAN,CERTTYPE,L_SYMBOL,MI Setup Cert Type,ALIAS
SUMIPLAN,COVTYPE,L_SYMBOL,MI Setup Cover Type,ALIAS
SUMIPLAN,DURATION,L_SYMBOL,MI Setup Duration,ALIAS
SUMIPLAN,S_MI_PREMIUM_AT_CLOSING,L_SYMBOL,MISetUpInitPremTyp,ALIAS
SUMIPLAN,S_MI_PREMIUM_RATE_PLAN,L_SYMBOL,MISetUpRatePlanTyp,ALIAS
SUMIPLAN,S_MI_PREMIUM_SOURCE,L_SYMBOL,MISetUpPremSrc,ALIAS
SUMIPLAN,S_MI_RENEWAL_CALC_TYPE,L_SYMBOL,MISetUpRenCalcTyp,ALIAS
TILINFO,PPPTYPE,L_SYMBOL,Prepay Penalty Type,ALIAS
TILINFO,S_LATECHARGETYPE,L_SYMBOL,Late Charge Type,ALIAS
TILINFO,S_PPPOPT,L_SYMBOL,Prepay Pen Option,ALIAS
TILINFO,S_TIL2011_OVRD,L_SYMBOL,Use 2011 TIL Ovrd,ALIAS
TRACKING,PURPOSE_TYPE,L_SYMBOL,Loan Purpose Type,ALIAS
TRACKING,S_BUSCHL,L_SYMBOL,Business Channel,ALIAS
TRACKING,S_CASE_STATUS,L_SYMBOL,AUS Case Status,ALIAS
TRACKING,S_CHANNEL_SOURCE_CODE,L_SYMBOL,Channel Source Codes,ALIAS
TRACKING,S_COPT1,L_SYMBOL,Client Option 1,ALIAS
TRACKING,S_COPT10,L_SYMBOL,Client Option 10,ALIAS
TRACKING,S_COPT2,L_SYMBOL,Client Option 2,ALIAS
TRACKING,S_COPT3,L_SYMBOL,Client Option 3,ALIAS
TRACKING,S_COPT4,L_SYMBOL,Client Option 4,ALIAS
TRACKING,S_COPT5,L_SYMBOL,Client Option 5,ALIAS
TRACKING,S_COPT6,L_SYMBOL,Client Option 6,ALIAS
TRACKING,S_COPT7,L_SYMBOL,Client Option 7,ALIAS
TRACKING,S_COPT8,L_SYMBOL,Client Option 8,ALIAS
TRACKING,S_COPT9,L_SYMBOL,Client Option 9,ALIAS
TRACKING,S_CRDGRDAP,L_SYMBOL,Credit Grd Current,ALIAS
TRACKING,S_CRDGRDRQ,L_SYMBOL,Credit Grd Requested,ALIAS
TRACKING,S_DELTERMS,L_SYMBOL,Delivery Terms,ALIAS
TRACKING,S_DOCLEVEL,L_SYMBOL,Documentation Level,ALIAS
TRACKING,S_IVMETH,L_SYMBOL,Method of Interview,ALIAS
TRACKING,S_QUALITY,L_SYMBOL,Credit Quality,ALIAS
TRACKING,S_REPAY,L_SYMBOL,Loan Repayment Type,ALIAS
TRSTENTS,S_TRUST_UNIT_TYPE,L_SYMBOL,Trust Unit Type,ALIAS
TRUSTS,S_TRSTYP,L_SYMBOL,Type of Trust,ALIAS
UNDCOND1,QUALCODE,L_SYMBOL,Eligibility,ALIAS
UNDCOND1,S_CREDSCORE_OVERRIDE_REASON,L_SYMBOL,CreditScoreOvrReason,ALIAS
UNDCOND1,S_DISPOSITION,L_SYMBOL,Disposition,ALIAS
UNDCOND1,S_TRGTINV,L_SYMBOL,Target Investor,ALIAS
UNDCOND2,ERRORCAUSEBY,L_SYMBOL,Error Caused By,ALIAS
UNDCOND2,RESPONSIBLE_P,L_SYMBOL,Responsible Party,ALIAS
UNDCOND2,S_COMFLG,L_SYMBOL,UW Compliance Flag,ALIAS
UNDCOND2,S_CONDITION_SRC,L_SYMBOL,Condition Source,ALIAS
UNDCOND2,S_SUNDCON,L_SYMBOL,UW CONDITION,ALIAS
UNDCOND2,S_UNDCAT,L_SYMBOL,UW Cond. Category,ALIAS
UNDCOND2,S_UNDTYP,L_SYMBOL,UW Type Condition,ALIAS
UWAPPR,APPRVALUEINDICATOR,L_SYMBOL,Appr Value Indicator,ALIAS
UWAPPR,INV_COLL_PROG_ID,L_SYMBOL,InvCollateralProgId,ALIAS
UWAPPR,S_APPRFORMTYPE,L_SYMBOL,UW Apprsl Form Type,ALIAS
UWAPPR,S_APPRMETH,L_SYMBOL,ACO Appraisal Method,ALIAS
UWAPPR,S_APPRTYPE,L_SYMBOL,UW Appraisal Type,ALIAS
UWAPPR,S_AVM,L_SYMBOL,AVM Model Name,ALIAS
UWAPPR,S_AVMOTH,L_SYMBOL,AVM Model Name Other,ALIAS
UWAPPR,S_HOA_FEES_PERIOD_TYPE,L_SYMBOL,ApprHOAFeesperiodTyp,ALIAS
UWAPPR,S_LVLPRPRVW,L_SYMBOL,UW Appr Inspect Type,ALIAS
UWAPPR,S_PRPFORMTYPE,L_SYMBOL,UW Prop Val Frm Type,ALIAS
UWAPPR,S_PRPMETHODTYPE,L_SYMBOL,UW Prop Val Mth Type,ALIAS
UWAPPR,S_PRPTYP,L_SYMBOL,UW Prop Val Frm Type,ALIAS
UWAPPR,S_STATUS,L_SYMBOL,ApprStatus,ALIAS
VASUMMRY,AUS_TYPE,L_SYMBOL,VA Aus Type,ALIAS
VASUMMRY,LOANCODE,L_SYMBOL,VA Loan Code,ALIAS
VASUMMRY,RISK_CLASS,L_SYMBOL,VA Risk Class,ALIAS
VASUMMRY,S_HYBRID,L_SYMBOL,Hybrid ARM Type,ALIAS
VETINFO,S_BRANCH,L_SYMBOL,Branch of Service,ALIAS
VETINFO,S_OBRCH1,L_SYMBOL,Branch of Service 2,ALIAS
VETINFO,S_OBRCH2,L_SYMBOL,Branch of Service 3,ALIAS
VETINFO,S_OBRCH3,L_SYMBOL,Branch of Service 4,ALIAS
WEATHERIZATION,S_WTHRDES,L_SYMBOL,WeatherizationDesc,ALIAS
WG_ADDITIONAL_LINKS,S_BUSCHL,L_SYMBOL,Bus Channel,ALIAS
WG_APP_DEPOSIT,S_CCARD_TYPE,L_SYMBOL,CCard Type,ALIAS
WG_APP_DEPOSIT,S_METHOD,L_SYMBOL,Collected Method,ALIAS
WG_APP_DEPOSIT,S_PAIDBY,L_SYMBOL,Fee Paid By,ALIAS
WG_APP_DEPOSIT,S_PAYMENT_TYPE,L_SYMBOL,App Dep Payment Type,ALIAS
WG_APPLICATION_DETAILS,S_APP_IMPORT_STATUS,L_SYMBOL,App Import Status,ALIAS
WG_ASSET,S_ASSET_PURPOSE,L_SYMBOL,Asset Purpose,ALIAS
WG_ASSET,S_ASSET_TYPE,L_SYMBOL,Asset Type,ALIAS
WG_ASSET_ACCT,S_ACCT_OWNERSHIP,L_SYMBOL,Account Ownership,ALIAS
WG_ASSET_MARINE_ENG,S_ENGINE_COLOR,L_SYMBOL,Marine Eng Color,ALIAS
WG_ASSET_MARINE_ENG,S_ENGINE_MFG,L_SYMBOL,Marine Eng Mfg,ALIAS
WG_ASSET_MARINE_ENG,S_MULTIENGINETYPE,L_SYMBOL,Boat MultiEngine Typ,ALIAS
WG_ASSET_VEHICLE,S_CNRE_OWNERSHIP,L_SYMBOL,CNRE Ownership,ALIAS
WG_ASSET_VEHICLE,S_COLOR,L_SYMBOL,Vehicle Color,ALIAS
WG_ASSET_VEHICLE,S_DAMAGE_TYPE,L_SYMBOL,Coll Damage Type,ALIAS
WG_ASSET_VEHICLE,S_FUEL_TYPE,L_SYMBOL,Fuel Type,ALIAS
WG_ASSET_VEHICLE,S_GV_WEIGHT_RATING,L_SYMBOL,GV Weight Rate,ALIAS
WG_ASSET_VEHICLE,S_TRANSF_AS,L_SYMBOL,Coll Transferred As,ALIAS
WG_ASSET_VEHICLE,S_TRANSF_TO,L_SYMBOL,Coll Transferred To,ALIAS
WG_ASSET_VEHICLE,S_VEHICLE_CONDITION,L_SYMBOL,Vehicle Condition,ALIAS
WG_ASSET_VHCL_AUTO,S_GENERIC_BODY_STYLE,L_SYMBOL,Generic Body Style,ALIAS
WG_ASSET_VHCL_AUTO,S_MTRCYCLESTYLE,L_SYMBOL,MtrCycleStyle,ALIAS
WG_ASSET_VHCL_MARINE,S_ENGINE_DRIVE,L_SYMBOL,Engine Drive,ALIAS
WG_ASSET_VHCL_MARINE,S_FUEL_TYPE,L_SYMBOL,Boat Fuel,ALIAS
WG_ASSET_VHCL_MARINE,S_HULL_MATERIAL,L_SYMBOL,Boat Material,ALIAS
WG_ASSET_VHCL_MARINE,S_MANUF_TYPE,L_SYMBOL,Boat Manuf Type,ALIAS
WG_ASSET_VHCL_MARINE,S_MARINE_TYPE,L_SYMBOL,Boat Type,ALIAS
WG_ASSET_VHCL_MARINE,S_PRIMARY_USE,L_SYMBOL,Primary Use,ALIAS
WG_ASSET_VHCL_MARINE,S_PROPULSION_TYPE,L_SYMBOL,Boat Propulsion,ALIAS
WG_ASSET_VHCL_RV,S_CATEGORY,L_SYMBOL,RV Category,ALIAS
WG_ASSET_VHCL_RV,S_MODEL_TYPE,L_SYMBOL,RV Model Type,ALIAS
WG_ASSET_VHCL_TRAILER,S_AXLE_TYPE,L_SYMBOL,Trailer Axles,ALIAS
WG_ASSET_VHCL_VALUATION,S_CLEAN_LEVEL,L_SYMBOL,Clean Level,ALIAS
WG_ASSET_VHCL_VALUATION,S_USE_FOR_LOAN_VAL,L_SYMBOL,Use for Loan Val,ALIAS
WG_ASSET_VHCL_VALUATION,S_VALUATION_SOURCE,L_SYMBOL,Valuation Source,ALIAS
WG_AUTO_DEBIT,S_AD_ACCT_TYPE,L_SYMBOL,AD Account Type,ALIAS
WG_B2B_LOAN_STATUS,S_B2B_LOAN_STATUS,L_SYMBOL,B2BLoanStatus,ALIAS
WG_B2G_SETUP,ENFORCE_WORKFLOW,L_SYMBOL,B2GEnforceWorkflow,ALIAS
WG_B2G_SETUP,LOAN_OPEN_ACTION,L_SYMBOL,B2GLoanOpenAction,ALIAS
WG_BOR_VERIFICATN_PROVDRS_LPA,S_LPA_SERVICE_COM_CODE,L_SYMBOL,LPAServCompanyCode,ALIAS
WG_BOR_VERIFICATN_PROVDRS_LPA,S_LPA_SERVICE_VER_TYP,L_SYMBOL,LPAServiceType,ALIAS
WG_BORR_DISB_ACCT,S_ACCT_TYPE,L_SYMBOL,DisbAccType,ALIAS
WG_BORR_INCOME_SRC_INTERNAL,S_INTRL_INCOMETYPE,L_SYMBOL,Income Type,ALIAS
WG_BORR_INCOME_SRC_PAY_EARN,S_PAYITEM,L_SYMBOL,Earning Income Type,ALIAS
WG_BORR_INCOME_SRC_WRTN_VOE,S_YTD_GROSS_PAY_FREQUENCY,L_SYMBOL,WVOEYTDPayFreq,ALIAS
WG_BORR_INCOME_SRC_WRTN_VOE,YTD_GROSS_PAY_PERIOD,L_SYMBOL,WVOEYTDPayPeriod,ALIAS
WG_BORR_VERIFICATN_PROVDRS,S_DU_SERVICE_PRO_NAME,L_SYMBOL,ServiceProviderName,ALIAS
WG_BORR_VERIFICATN_PROVDRS,S_DU_VERI_TYPE,L_SYMBOL,DU Veri Report Type,ALIAS
WG_BORROWER_COUNSELING,S_CMPL_IN_LAST_12_MONTHS,L_SYMBOL,HomeCounsel Ind,ALIAS
WG_BORROWER_COUNSELING,S_COUNSEL_FORMAT,L_SYMBOL,HomeCounsel Format,ALIAS
WG_BORROWER_COUNSELING,S_HOMEEDUC_FORMAT,L_SYMBOL,HomeEducationFormat,ALIAS
WG_BORROWER_DUEDILIGENCE,PEPCUSTRELATION,L_SYMBOL,PepCustRelation,ALIAS
WG_BORROWER_DUEDILIGENCE,PEPPOSITION,L_SYMBOL,PepPosition,ALIAS
WG_BORROWER_DUEDILIGENCE,VISASTATUS,L_SYMBOL,Visastatus,ALIAS
WG_BORROWER_GUARANTOR,ORGANIZATION_TYPE,L_SYMBOL,Organization Type,ALIAS
WG_BORROWER_GUARANTOR,S_APPLICABLE_TO,L_SYMBOL,APPLICABLEGUARANTY,ALIAS
WG_BORROWER_GUARANTOR,S_REP_ENTITY_CAPACITY,L_SYMBOL,Rep Ent Capacity,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_CONTROL_TYPE,L_SYMBOL,BRM Field Cntrl Type,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_FORMAT,L_SYMBOL,BRM Field Format,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_LIST_SOURCE,L_SYMBOL,BRM Field ListSource,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_OPERATOR,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_STATUS,L_SYMBOL,BRM Field Status,ALIAS
WG_BRM_DEFN_FIELDS,S_USAGE_TYPE,L_SYMBOL,BRM Usage Type,ALIAS
