TABLENAME,COLUMNNAME,LKP_TABLE,LKP_COLUMN,LKP_DISPLAY_COLUMN
WG_BRM_DEFN_GRID,S_GRID_CATEGORY,L_SYMBOL,BRM Grid Category,ALIAS
WG_BRM_DEFN_GRID,S_GRID_STATUS,L_SYMBOL,BRM Grid Status,ALIAS
WG_BRM_DEFN_GRID,S_USAGE_TYPE,L_SYMBOL,BRM Usage Type,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_OPERATOR,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_TGT_VAL_SPAN_TYPE,L_SYMBOL,BRM GridTgtValSpnTyp,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_VERT_HORIZ,L_SYMBOL,BRM Grid Orientation,ALIAS
WG_BRM_EXPORT,S_EXP_BRM_STATUS,L_SYMBOL,BRM Exp Status,ALIAS
WG_BRM_EXPORT,S_EXP_STATUS,L_SYMBOL,BRM Status,ALIAS
WG_BRM_IDENTIFIERS,S_USAGE_TYPE,L_SYMBOL,BRM Usage Type,ALIAS
WG_BRM_IMPORT,S_EXP_STATUS,L_SYMBOL,BRM Status,ALIAS
WG_BRM_IMPORT,S_IMP_STATUS,L_SYMBOL,BRM Status,ALIAS
WG_BRM_LKUP_BASE,S_BRM_STATUS,L_SYMBOL,BRM Status,ALIAS
WG_BRM_LKUP_BASE,S_BRM_TYPE,L_SYMBOL,BRM LU Type,ALIAS
WG_BRM_LKUP_BASE,S_CAP_CATEGORY,L_SYMBOL,BRM LU Cap Category,ALIAS
WG_BRM_LKUP_BASE,S_EFFECTIVITY_RULE,L_SYMBOL,BRM LU Effectivity,ALIAS
WG_BRM_LKUP_BASE,S_OVERRIDE_LEVEL,L_SYMBOL,BRM Override Level,ALIAS
WG_BRM_LKUP_BASE,S_USAGE_TYPE,L_SYMBOL,BRM Usage Type,ALIAS
WG_BRM_LKUP_RULE_BASE,S_OVERRIDE_LEVEL,L_SYMBOL,BRM Override Level1,ALIAS
WG_BRM_LKUP_RULE_FIELD,S_RULE_ITEM_OPERATOR,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_LKUP_RULE_ITEMS,S_OVERRIDE_LEVEL,L_SYMBOL,BRM Override Level2,ALIAS
WG_BRM_LKUP_RULE_ITEMS,S_RULE_ITEM_TYPE,L_SYMBOL,BRM RuleItem Type,ALIAS
WG_CCS_FEE_CALC_DTL,S_CALC_METHOD,L_SYMBOL,FC Calc Method,ALIAS
WG_CCS_FEE_CRITERIA_CNDTN,S_COMPARISON_OPERATOR,L_SYMBOL,FCC Comparison Oper,ALIAS
WG_CCS_SCHEME,S_STATUS,L_SYMBOL,Fee Scheme Status,ALIAS
WG_CD_BOR_OTHER_CREDITS,S_TYPE,L_SYMBOL,CDBorOtherCreditType,ALIAS
WG_CD_DUE_FROM_BOR,S_TYPE,L_SYMBOL,CDDueFromBorItemType,ALIAS
WG_CD_DUE_FROM_BOR_ADJ,S_ADJ_TYPE,L_SYMBOL,CDDueFromBorAdjType,ALIAS
WG_CD_DUE_FROM_SEL,S_TYPE,L_SYMBOL,CDDueFromSelItemType,ALIAS
WG_CD_DUE_FROM_SEL_ADJ,S_PAIDBY_TYPE,L_SYMBOL,CDDueFromSelAdjPayer,ALIAS
WG_CD_DUE_FROM_SEL_ADJ,S_TYPE,L_SYMBOL,CDDueFromSelAdjType,ALIAS
WG_CD_PAID_BY_BOR,S_PAIDBY_TYPE,L_SYMBOL,CDPaidByBorItemPayer,ALIAS
WG_CD_PAID_BY_BOR,S_TYPE,L_SYMBOL,CDPaidByBorItemType,ALIAS
WG_CD_PAID_BY_BOR_ADJ,S_TYPE,L_SYMBOL,CDPaidByBorAdjType,ALIAS
WG_CD_PAID_BY_SELLER_ADJ,S_ADJ_TYPE,L_SYMBOL,CDPaidBySelAdjType,ALIAS
WG_CD_PAYOFFS_PMTS,S_TYPE,L_SYMBOL,CDPayoffsPmtsType,ALIAS
WG_CD_UNPAID_BY_SEL_ADJ,S_TYPE,L_SYMBOL,CDUnpaidBySelAdjType,ALIAS
WG_CLOSING_DISCLOSURE,CLOS_S_TYPE,L_SYMBOL,Clos S Type,ALIAS
WG_CLOSING_DISCLOSURE,S_CLS_DISCL_DELIV_MTHD,L_SYMBOL,ClsDisclosDelivMeth,ALIAS
WG_CLOSING_DISCLOSURE,S_CLS_DISCL_REV_REASON,L_SYMBOL,ClsDisclosRevReason,ALIAS
WG_CLSCORP_INTERFACE,S_WATERQLTY_SCAN_TYPE,L_SYMBOL,WaterQlty ScanType,ALIAS
WG_CMS_PRVD_EVENT_DATE,EVENT_TYPE,L_SYMBOL,PBEventType,ALIAS
WG_CMS_PRVD_EVENT_DATE,S_DIST_METHOD,L_SYMBOL,PBDistributionMethod,ALIAS
WG_CNS_LOAN_APPLICATION,S_BUSINESS_CHANNEL,L_SYMBOL,Business Channel,ALIAS
WG_CNS_LOAN_APPLICATION,S_LOAN_PURPOSE,L_SYMBOL,L Loan Purpose,ALIAS
WG_CNS_LOAN_APPLICATION,S_LOAN_TYPE,L_SYMBOL,L Loan Type,ALIAS
WG_CNS_LOAN_APPLICATION,S_PRIMARY_COLLATERAL_TYPE,L_SYMBOL,Primary Coll Typ,ALIAS
WG_CNS_LOAN_APPLICATION,S_REFERRAL_SOURCE,L_SYMBOL,Referral Source,ALIAS
WG_CNS_LOAN_APPLICATION,S_SECONDARY_COLLATERAL_TYPE,L_SYMBOL,Secondary Coll Typ,ALIAS
WG_CNS_LOAN_APPLICATION,S_TITLE_TRANSFER,L_SYMBOL,TitleTransferType,ALIAS
WG_COLLATERAL_TYPES,COLLATERAL_TYPE,L_SYMBOL,Collateral Type,ALIAS
WG_COMPLIANCEEASE,INDEXTYPE,L_SYMBOL,CompEase Index Type,ALIAS
WG_CONCURRENT_FINANCING,S_RL_LIEN_POSITION,L_SYMBOL,RelLoanLienPosition,ALIAS
WG_CONCURRENT_FINANCING,S_RL_MORT_TYPE,L_SYMBOL,RelLoanMortType,ALIAS
WG_CONCURRENT_FINANCING,S_RL_TYPE,L_SYMBOL,RelatedLoanType,ALIAS
WG_CONSTRUCTION_DRAW_DETAILS,S_DRAWSTATUS,L_SYMBOL,Const Draw Status,ALIAS
WG_COOP_INFO,S_COOP_TYPE,L_SYMBOL,Coop Type,ALIAS
WG_CORR_DISCLOSURE_HISTORY,CORR_DISCLOS_DELIV_MTHD,L_SYMBOL,CorrDisclosDelivMthd,ALIAS
WG_CORR_DISCLOSURE_HISTORY,CORR_DISCLOS_TYPE,L_SYMBOL,CorrDisclosType,ALIAS
WG_CORR_FEE_LOAN,S_VENDOR_TYPE,L_SYMBOL,Corr Fee Vendor Type,ALIAS
WG_CORR_LOAN_DATA,CMS_CORR_UNDERW_TYPEOVRD,L_SYMBOL,CMSCorUnderwTypeOvrd,ALIAS
WG_CREDIT_AUTH,CREDIT_AUTH_METHOD,L_SYMBOL,CreditAuthMethod,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCFND,L_SYMBOL,CC Funds Type,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCFOT,L_SYMBOL,CC Funds Type Oth,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCOTH,L_SYMBOL,CC Source Type Oth,ALIAS
WG_DELIVERY_CLOSING_COST,S_CCSRC,L_SYMBOL,CC Source Type,ALIAS
WG_DELIVERY_LOAN_PGM,S_LOAN_PGM_ID,L_SYMBOL,Loan Program ID,ALIAS
WG_DMI_BATCH_SETUP,S_ADMIN_BUSINESS_TYPE,L_SYMBOL,Admin Business Type,ALIAS
WG_DOC_PRVD_EVENT_DATES,EVENT_TYPE,L_SYMBOL,PBEventType,ALIAS
WG_DOC_PRVD_EVENT_DATES,S_DIST_METHOD,L_SYMBOL,PBDistributionMethod,ALIAS
WG_DOCUMENT_MGMT,FULFILLMENT_TYPE,L_SYMBOL,FulfillProcessType,ALIAS
WG_DOCUMENT_MGMT,S_LENDER_FULFILLMENT_TYPE,L_SYMBOL,LenFulfillProcType,ALIAS
WG_DOCUMENT_MGMT,S_REQUESTED_CLOSING_METHOD,L_SYMBOL,RequestedClsMethod,ALIAS
WG_ENTITY_OFFICERS_ID,ID_TYPE,L_SYMBOL,EntOffIdType,ALIAS
WG_ERNST_FEE_INTERFACE,S_LENDER_POLICY_TYPE,L_SYMBOL,ErnstLendPolicyType,ALIAS
WG_ERNST_FEE_INTERFACE,S_OWNER_POLICY,L_SYMBOL,ErnstOwnPolicyType,ALIAS
WG_EXTENSION_HIST,S_LOCK_EXT_TYPE,L_SYMBOL,Lock Ext Period,ALIAS
WG_FHA_INSURANCE_APP_INP,COUNSELTYPE,L_SYMBOL,B2G InsCounselType,ALIAS
WG_FHA_INSURANCE_APP_INP,GIFTSOURCE1,L_SYMBOL,B2G Gift Srce 1 Ovrd,ALIAS
WG_FHA_INSURANCE_APP_INP,GIFTSOURCE2,L_SYMBOL,B2G Gift Srce 2 Ovrd,ALIAS
WG_FHA_INSURANCE_APP_INP,SCOREDECISION,L_SYMBOL,Scorecard Decision,ALIAS
WG_FHA_INSURANCE_APP_INP,SECFINSOURCE,L_SYMBOL,B2G Sec fin Sce Ovrd,ALIAS
WG_FHA_INSURANCE_APP_RSP,FHA_SCOREDECISION,L_SYMBOL,InsAppScoDecision,ALIAS
WG_FORMFREE_RESPONSEASSET,S_ASSET,L_SYMBOL,Asset Type,ALIAS
WG_HMDAINFO_EXT,REPORTABLEYROVR,L_SYMBOL,HMDARepOverride2018,ALIAS
WG_ID_TOLERANCE,EVENT_TYPE,L_SYMBOL,IDTolEventType,ALIAS
WG_IMAGES_INVALID_REASONS,S_REASON,L_SYMBOL,ImageInvalidReasons,ALIAS
WG_INC_PROFORMA_K1_EXT,K1INCOMETYPE,L_SYMBOL,SEIA_Type,ALIAS
WG_INC_PROFORMA_K1_EXT,K1PROFORMAUSAGETYPE,L_SYMBOL,K1ProformaUsageType,ALIAS
WG_INC_PROFORMA_SCHE,USAGE_TYPE,L_SYMBOL,SchEUsageType,ALIAS
WG_INC_PROFORMA_USER_DEFINED,S_PF_USAGE,L_SYMBOL,PF UserD Inc Usage,ALIAS
WG_INCOME_SOURCE,S_EMP_UNIT_TYPE,L_SYMBOL,Emp Unit Type,ALIAS
WG_INCOME_SOURCE,S_SELF_EMPL_TYPE,L_SYMBOL,SelfEmplType,ALIAS
WG_INCOME_SOURCE,S_SPECIAL_BOR_EMP_REL_TYPE,L_SYMBOL,SpeclBorEmpRelType,ALIAS
WG_INT_DISCLOSURES,S_CLS_DISCL_CORRECT_TYPE,L_SYMBOL,ClsDisclosCorrectTyp,ALIAS
WG_INT_DISCLOSURES,S_CLS_DISCL_PREP_BY,L_SYMBOL,ClsDisclosPreparedBy,ALIAS
WG_INTERVIEWER_INFO,S_LOORGUNITTYPE,L_SYMBOL,LO Org Unit Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_AMORT_TYPE,L_SYMBOL,Cmtmt Amort Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_DELIVERY_TYPE,L_SYMBOL,Cmtmt Delivery Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_DFLT_LOSS_TYPE,L_SYMBOL,Cmtmt Dflt Loss Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_LOSS_CODE,L_SYMBOL,Cmtmt Loss Code,ALIAS
WG_INVST_COMMIT,S_CMTMT_MORTGAGE_TYPE,L_SYMBOL,Cmtmt Mortgage Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_RATE_ROUND_TYPE,L_SYMBOL,Cmtmt Rounding Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_REMIT_TYPE,L_SYMBOL,Cmtmt Remit Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_REO_MKTG_PTY,L_SYMBOL,Cmtmt Reo Mktg Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_STATUS,L_SYMBOL,Cmtmt Status,ALIAS
WG_INVST_COMMIT,S_CMTMT_STRUCTURE_TYPE,L_SYMBOL,Cmtmt Structure Type,ALIAS
WG_INVST_COMMIT,S_CMTMT_TYPE,L_SYMBOL,Cmtmt Type,ALIAS
WG_INVST_COMMIT,S_INVLK_LOCK_STS,L_SYMBOL,InvLk Lock Status,ALIAS
WG_INVST_COMMIT_LOAN,S_PROCESS_TYPE,L_SYMBOL,Cmtmt Loan Proc Type,ALIAS
WG_INVST_COMMIT_POOL,S_BOND_FINANCE,L_SYMBOL,Cmtmt Bond Finance,ALIAS
WG_INVST_COMMIT_POOL,S_CALC_TYPE,L_SYMBOL,Cmtmt Pool Calc Type,ALIAS
WG_INVST_COMMIT_POOL,S_CERT_AGREEMENT,L_SYMBOL,Cmtmt Cert Agreement,ALIAS
WG_INVST_COMMIT_POOL,S_ISSUER_TYPE,L_SYMBOL,Cmtmt Issuer Type,ALIAS
WG_INVST_COMMIT_POOL,S_POOL_ARM_INDEX,L_SYMBOL,Cmtmt Pool ARM Index,ALIAS
WG_INVST_COMMIT_POOL,S_POOL_TYPE,L_SYMBOL,Cmtmt Pool Type,ALIAS
WG_INVST_TRADE,S_TRADE_TYPE,L_SYMBOL,Trade Type,ALIAS
WG_INVST_TRADE_COUPON,S_COUPON_TYPE,L_SYMBOL,TradeStk Coupon Type,ALIAS
WG_INVST_TRADE_PAIR,S_TRADE_PAIR_ROLL_TYPE,L_SYMBOL,Trade Pair Roll Type,ALIAS
WG_KELLEYBLUEBOOK_RESPONSE,S_GENERIC_BODY_STYLE,L_SYMBOL,Generic Body Style,ALIAS
WG_KEYSTONE_EVENTS,S_DISP_ATTCH_TYP,L_SYMBOL,Dispute Attach Type,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_CATEGORY,L_SYMBOL,KS EventCategory,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_DISPUTE_ITEM,L_SYMBOL,Dispute Item Type,ALIAS
WG_KEYSTONE_EVENTS,S_EVENT_STATUS_NAME,L_SYMBOL,Event_Status_Name,ALIAS
WG_KEYSTONE_EVENTS,S_REASON_CODE,L_SYMBOL,KS Reason Code,ALIAS
WG_LOAN_ESTIMATE,S_LE_DISCL_DELIV_MTHD,L_SYMBOL,LEDisclosDelivMeth,ALIAS
WG_LOAN_ESTIMATE,S_TYPE,L_SYMBOL,S Type,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_CREDIT_TIER,L_SYMBOL,LoanFCp Cred Tier,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_DEPOSIT_TIER,L_SYMBOL,LoanFCp Dep Tier,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_DIRECTIVES,L_SYMBOL,LoanFCp Directives,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_GOALS_OPTS,L_SYMBOL,LoanFCp Goals Opts,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_MAX_TERM,L_SYMBOL,LoanFCp Max Term,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_MIN_TERM,L_SYMBOL,LoanFCp Min Term,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_NBR_BORR,L_SYMBOL,LoanFCp Nbr Borr,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_OCCUPANCY,L_SYMBOL,LoanFCp Occupancy,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PROP_TYPE,L_SYMBOL,LoanFCp Prop Type,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PURP_REFI,L_SYMBOL,LoanFCp Purp Refi,ALIAS
WG_LOANFIT_COMPARE_LOAN_BASE,S_PURPOSE,L_SYMBOL,LoanFCp Purpose,ALIAS
WG_LOANFIT_LOAN_BASE,S_CREDIT_TIER,L_SYMBOL,LoanFit Cred Tier,ALIAS
WG_LOANFIT_LOAN_BASE,S_DEPOSIT_TIER,L_SYMBOL,LoanFit Dep Tier,ALIAS
WG_LOANFIT_LOAN_BASE,S_DIRECTIVES,L_SYMBOL,LoanFit Directives,ALIAS
WG_LOANFIT_LOAN_BASE,S_GOALS_OPTS,L_SYMBOL,LoanFit Goals Opts,ALIAS
WG_LOANFIT_LOAN_BASE,S_MAX_TERM,L_SYMBOL,LoanFit Max Term,ALIAS
WG_LOANFIT_LOAN_BASE,S_MIN_TERM,L_SYMBOL,LoanFit Min Term,ALIAS
WG_LOANFIT_LOAN_BASE,S_NBR_BORR,L_SYMBOL,LoanFit Nbr Borr,ALIAS
WG_LOANFIT_LOAN_BASE,S_OCCUPANCY,L_SYMBOL,LoanFit Occupancy,ALIAS
WG_LOANFIT_LOAN_BASE,S_PROP_TYPE,L_SYMBOL,LoanFit Prop Type,ALIAS
WG_LOANFIT_LOAN_BASE,S_PURP_REFI,L_SYMBOL,LoanFit Purp Refi,ALIAS
WG_LOANFIT_LOAN_BASE,S_PURPOSE,L_SYMBOL,LoanFit Purpose,ALIAS
WG_LPA_PARTYROLETYPE,S_FRE_PARTY_ROLE_TYPE,L_SYMBOL,FRE Party Type,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_COUNT,L_SYMBOL,EngCount,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_FUEL,L_SYMBOL,BtEngFuel,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_MFG_CODE,L_SYMBOL,EngMfgCode,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_ENGINE_TYPE,L_SYMBOL,BtEngType,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_HULL_CONFIG,L_SYMBOL,HullConfig,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_HULL_MATERIAL,L_SYMBOL,HullMtrl,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_RESP_BOAT_TYPE,L_SYMBOL,RespBoatTyp,ALIAS
WG_MARINE_BOAT_VAL_RESPONSE,S_TOP_RIG,L_SYMBOL,TopRig,ALIAS
WG_MAVENT_ATRQM,S_ATREXEMPTTRANSTYPE,L_SYMBOL,MaventATRExemptType,ALIAS
WG_MAVENT_ATRQM,S_ATRTYPE,L_SYMBOL,MaventATRType,ALIAS
WG_MAVENT_ATRQM,S_CREDITPURPOSE,L_SYMBOL,MaventCreditPurpose,ALIAS
WG_MAVENT_ATRQM,S_QMTYPE,L_SYMBOL,MaventQMType,ALIAS
WG_MAVENT_ATRQM,S_SOLDTRANSFER,L_SYMBOL,MaventSoldTransfer,ALIAS
WG_MBAUS_RESPONSE,S_MB_RECOMMENDATION,L_SYMBOL,MBAUS Recommend Code,ALIAS
WG_NEWS_ANNOUNCEMENTS,S_BUSCHL,L_SYMBOL,Bus Channel,ALIAS
WG_NEWS_ANNOUNCEMENTS,S_LINK_TYPE,L_SYMBOL,News Link Type,ALIAS
WG_NONSTD_STDREFI,REFI_MORT_TYPE,L_SYMBOL,Refi. Mort Type,ALIAS
WG_OWNERSITEM,S_OWNER_ITEM_TYPE,L_SYMBOL,Owner Item Type,ALIAS
WG_PORTAL_CLIENT_INFO,S_INFO_TYPE,L_SYMBOL,Client Info Type,ALIAS
WG_PRICE_EXCEPTIONS,S_EXCEPTION_STATUS,L_SYMBOL,PE Exception Status,ALIAS
WG_PRICE_EXCEPTIONS,S_EXCEPTION_TYPE,L_SYMBOL,PE Exception Type,ALIAS
WG_PRODUCT_ELIGIBILITY,LENGTH_OF_OWNERSHIP,L_SYMBOL,Length of Ownership,ALIAS
WG_PROPERTY_CORR,S_CPTYP,L_SYMBOL,Corr Property,ALIAS
WG_PROPERTY_CORR,S_PRJLIT,L_SYMBOL,Project Litigation,ALIAS
WG_REALEC_PROD_EVENT,S_PRODUCT_EVENT,L_SYMBOL,Order Event,ALIAS
WG_REALEC_PRODUCT,S_ORDER_PRODUCT,L_SYMBOL,Order Product,ALIAS
WG_REALEC_PRODUCT,S_ORDER_PRODUCT_APP,L_SYMBOL,Order Appproduct,ALIAS
WG_REALEC_PRODUCT,S_PRODUCT_PROVIDER,L_SYMBOL,Order Provider,ALIAS
WG_REALEC_REASON_CODE,S_REASON_CODE,L_SYMBOL,Reason Code,ALIAS
WG_REDRAW_REASONS,S_REDRAW_REASON,L_SYMBOL,Re-Draw Reason,ALIAS
WG_REGGORA_ORDER_STATUS,S_EVENTTYPE,L_SYMBOL,ReggoraApprStatus,ALIAS
WG_RPT_LOAN_ACTIVITY,S_LOAN_ACTIVITY,L_SYMBOL,Activities,ALIAS
WG_RPT_LOAN_STATUS,S_LOAN_STATUS,L_SYMBOL,Loan Status,ALIAS
WG_SELLER_MORTGAGE_INFO,LIEN_POSITION,L_SYMBOL,Mort Lien Position,ALIAS
WG_SIM_CD_BOR_OTHER_CREDITS,S_TYPE,L_SYMBOL,CDBorOtherCreditType,ALIAS
WG_SIM_CD_DUE_FROM_BOR,S_TYPE,L_SYMBOL,CDDueFromBorItemType,ALIAS
WG_SIM_CD_DUE_FROM_BOR_ADJ,S_ADJ_TYPE,L_SYMBOL,CDDueFromBorAdjType,ALIAS
WG_SIM_CD_DUE_FROM_SEL,S_TYPE,L_SYMBOL,CDDueFromSelItemType,ALIAS
WG_SIM_CD_DUE_FROM_SEL_ADJ,S_PAIDBY_TYPE,L_SYMBOL,CDDueFromSelAdjPayer,ALIAS
WG_SIM_CD_DUE_FROM_SEL_ADJ,S_TYPE,L_SYMBOL,CDDueFromSelAdjType,ALIAS
WG_SIM_CD_PAID_BY_BOR,S_PAIDBY_TYPE,L_SYMBOL,CDPaidByBorItemPayer,ALIAS
WG_SIM_CD_PAID_BY_BOR,S_TYPE,L_SYMBOL,CDPaidByBorItemType,ALIAS
WG_SIM_CD_PAID_BY_BOR_ADJ,S_TYPE,L_SYMBOL,CDPaidByBorAdjType,ALIAS
WG_SIM_CD_PAID_BY_SELLER_ADJ,S_ADJ_TYPE,L_SYMBOL,CDPaidBySelAdjType,ALIAS
WG_SIM_CD_PAYOFFS_PMTS,S_TYPE,L_SYMBOL,CDPayoffsPmtsType,ALIAS
WG_SIM_CD_UNPAID_BY_SEL_ADJ,S_TYPE,L_SYMBOL,CDUnpaidBySelAdjType,ALIAS
WG_SIMPLIFILE_MESSAGES,S_MSG_SOURCE,L_SYMBOL,SimpMsgSource,ALIAS
WG_TANGIBLE_NET_BENEFIT,FACTOR_ORIG_LOAN_TYPE,L_SYMBOL,TNB Orig Loan type,ALIAS
WG_TANGIBLE_NET_BENEFIT,PREVIOUS_LOAN_PURP,L_SYMBOL,TNB Pre Loan Purp,ALIAS
WG_TASK_MASTER,S_TASK_TYPE,L_SYMBOL,TS Task Type,ALIAS
WG_TL_RURALHOUSE,AREA_TYPE,L_SYMBOL,GHP Spec Program,ALIAS
WG_TL_RURALHOUSE,GUAR_DIRECT_LN,L_SYMBOL,GuarDirectLn,ALIAS
WG_TL_RURALHOUSE,GUAR_FEE_PUR_CD,L_SYMBOL,GuarFeePurCode,ALIAS
WG_TL_RURALHOUSE,INCOME_LIMIT,L_SYMBOL,GHP Limit Program,ALIAS
WG_TL_RURALHOUSE,INT_RT_CODE,L_SYMBOL,IntRateCode,ALIAS
WG_TL_RURALHOUSE,INTASSISTCODE,L_SYMBOL,IntAssistCode,ALIAS
WG_TL_RURALHOUSE,SRCFNDCODE,L_SYMBOL,SrcFndCode,ALIAS
WG_TL_RURALOTHER,S_INCTYPE,L_SYMBOL,IncomeTypeR,ALIAS
WG_TLBR_VET_MILT_SERVICE,S_BRANCH,L_SYMBOL,Branch of Service,ALIAS
WG_TLR_DELIVERY_CODES,S_FHLMC_CODE,L_SYMBOL,ddFHLMCCodeManual,ALIAS
WG_TLR_DELIVERY_CODES,S_FNMA_CODE,L_SYMBOL,ddFNMACodeManual,ALIAS
WG_TLR_GFEREVRSN,REASON_CODE,L_SYMBOL,GFE Revision Reason,ALIAS
WG_TLR_RECORDING_INFO,BOOK_TYPE,L_SYMBOL,Book Type,ALIAS
WG_TLR_RECORDING_INFO,DOCUMENT_TYPE,L_SYMBOL,Document Type,ALIAS
WG_TLR_RECORDING_INFO,JURISDICTION_TYPE,L_SYMBOL,Rec Jurisd Type,ALIAS
WG_TLR_TITLE_INS,S_TITLESTATUS,L_SYMBOL,Title Status,ALIAS
WG_TLR_TITLE_INS,TITLE_PRODUCT_TYPE,L_SYMBOL,Title Product Type,ALIAS
WG_UCD_CD_SELLER_SIGN,S_SELL_CD_SIGN_TYPE,L_SYMBOL,Sell1 CD Sign Type,ALIAS
WG_UCD_CD_SIGNATORY,S_BORR_CD_SIGN_TYPE,L_SYMBOL,Borr1 CD Sign Type,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META1,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META2,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_UWC_SUBCONDITIONS,S_COND_META3,L_SYMBOL,UWC Doc Metadata,ALIAS
WG_WEATHERIZATION,S_WTHRDES,L_SYMBOL,WeatherizationDesc,ALIAS
